mandala,sukta,name,description
9,68,pra devamachChA madh...,
9,69,iShurna dhanvanprati...,
9,70,trirasmai sapta dhen...,
9,71,A dakShiNA sR^ijyate,
9,72,hariM mR^ijantyaruSh...,
9,73,srakve drapsasya dha...,
9,74,shishurna jAto.ava c...,
9,75,abhi priyANi pavate,
9,76,dhartA divaH pavate,
9,77,eSha pra koshe,
9,78,pra rAjA vAchaM,
9,79,achodaso no dhanvant...,
9,80,somasya dhArA pavate,
9,81,pra somasya pavamAna...,
9,82,asAvi somo aruSho,
9,83,pavitraM te vitataM,
9,84,pavasva devamAdano v...,
9,85,indrAya soma suShuta...,
9,86,pra ta AshavaH,
9,87,pra tu drava,
9,88,ayaM soma indra,
9,89,pro sya vahniH,
9,90,pra hinvAno janitA,
9,91,asarji vakvA rathye,
9,92,pari suvAno hariraMs...,
9,93,sAkamukSho marjayant...,
9,94,adhi yadasminvAjinIv...,
9,95,kanikranti harirA sR...,
9,96,pra senAnIH shUro,
9,97,asya preShA hemanA,
9,98,abhi no vAjasAtamaM,
9,99,A haryatAya dhR^iShN...,
9,100,abhI navante adruhaH,
9,101,purojitI vo andhasaH,
9,102,krANA shishurmahInAM...,
9,103,pra punAnAya vedhase,
9,104,sakhAya A ni,
9,105,taM vaH sakhAyo,
9,106,indramachCha sutA im...,
9,107,parIto Shi~nchatA su...,
9,108,pavasva madhumattama...,
9,109,pari pra dhanvendrAy...,
9,110,paryU Shu pra,
9,111,ayA ruchA hariNyA,
9,112,nAnAnaM vA u,
9,113,sharyaNAvati somamin...,
9,114,ya indoH pavamAnasyA...,
10,1,agre bR^ihannuShasAm...,
10,2,piprIhi devA.N ushat...,
10,3,ino rAjannaratiH sam...,
10,4,pra te yakShi,
10,5,ekaH samudro dharuNo,
10,6,ayaM sa yasya,
10,7,svasti no divo,
10,8,pra ketunA bR^ihatA,
10,9,Apo hi ShThA,
10,10,o chitsakhAyaM sakhy...,
10,11,vR^iShA vR^iShNe dud...,
10,12,dyAvA ha kShAmA,
10,13,yuje vAM brahma,
10,14,pareyivAMsaM pravato...,
10,15,udIratAmavara utparA...,
10,16,mainamagne vi daho,
10,17,tvaShTA duhitre vaha...,
10,18,paraM mR^ityo anu,
10,19,ni vartadhvaM mAnu,
10,20,bhadraM no api,
10,21,AgniM na svavR^iktib...,
10,22,kuha shruta indraH,
10,23,yajAmaha indraM vajr...,
10,24,indra somamimaM piba,
10,25,bhadraM no api,
10,26,pra hyachChA manIShA,
10,27,asatsu me jaritaH,
10,28,vishvo hyanyo arirAj...,
10,29,vane na vA,
10,30,pra devatrA brahmaNe,
10,31,A no devAnAmupa,
10,32,pra su gmantA,
10,33,pra mA yuyujre,
10,34,prAvepA mA bR^ihato,
10,35,abudhramu tya indrav...,
10,36,uShAsAnaktA bR^ihatI...,
10,37,namo mitrasya varuNa...,
10,38,asminna indra pR^its...,
10,39,yo vAM parijmA,
10,40,rathaM yAntaM kuha,
10,41,samAnamu tyaM puruhU...,
10,42,asteva su prataraM,
10,43,achChA ma indraM,
10,44,A yAtvindraH svapati...,
10,45,divaspari prathamaM ...,
10,46,pra hotA jAto,
10,47,jagR^ibhmA te dakShi...,
10,48,ahaM bhuvaM vasunaH,
10,49,ahaM dAM gR^iNate,
10,50,pra vo mahe,
10,51,mahattadulbaM sthavi...,
10,52,vishve devAH shAstan...,
10,53,yamaichChAma manasA ...,
10,54,tAM su te,
10,55,dUre tannAma guhyaM,
10,56,idaM ta ekaM,
10,57,mA pra gAma,
10,58,yatte yamaM vaivasva...,
10,59,pra tAryAyuH pratara...,
10,60,A janaM tveShasaMdR^...,
10,61,idamitthA raudraM gU...,
10,62,ye yaj~nena dakShiNa...,
10,63,parAvato ye didhiSha...,
10,64,kathA devAnAM katama...,
10,65,agnirindro varuNo mi...,
10,66,devAnhuve bR^ihachCh...,
10,67,imAM dhiyaM saptashI...,
10,68,udapruto na vayo,
10,69,bhadrA agnervadhryas...,
10,70,imAM me agne,
10,71,bR^ihaspate prathama...,
10,72,devAnAM nu vayaM,
10,73,janiShThA ugraH saha...,
10,74,vasUnAM vA charkR^iS...,
10,75,pra su va,
10,76,A va R^i~njasa,
10,77,abhrapruSho na vAchA,
10,78,viprAso na manmabhiH,
10,79,apashyamasya mahato ...,
10,80,agniH saptiM vAjambh...,
10,81,ya imA vishvA,
10,82,chakShuShaH pitA man...,
10,83,yaste manyo.avidhadv...,
10,84,tvayA manyo saratham...,
10,85,satyenottabhitA bhUm...,
10,86,vi hi sotorasR^ikSha...,
10,87,rakShohaNaM vAjinamA...,
10,88,haviShpAntamajaraM s...,
10,89,indraM stavA nR^itam...,
10,90,sahasrashIrShA puruS...,
10,91,saM jAgR^ivadbhirjar...,
10,92,yaj~nasya vo rathyaM,
10,93,mahi dyAvApR^ithivI ...,
10,94,praite vadantu pra,
10,95,haye jAye manasA,
10,96,pra te mahe,
10,97,yA oShadhIH pUrvA,
10,98,bR^ihaspate prati me,
10,99,kaM nashchitramiShaN...,
10,100,indra dR^ihya maghav...,
10,101,udbudhyadhvaM samana...,
10,102,pra te rathaM,
10,103,AshuH shishAno vR^iS...,
10,104,asAvi somaH puruhUta,
10,105,kadA vaso stotraM,
10,106,ubhA u nUnaM,
10,107,AvirabhUnmahi mAghon...,
10,108,kimichChantI saramA ...,
10,109,te.avadanprathamA br...,
10,110,samiddho adya manuSh...,
10,111,manIShiNaH pra bhara...,
10,112,indra piba pratikAma...,
10,113,tamasya dyAvApR^ithi...,
10,114,gharmA samantA trivR...,
10,115,chitra ichChishostar...,
10,116,pibA somaM mahata,
10,117,na vA u,
10,118,agne haMsi nyatriNaM,
10,119,iti vA iti,
10,120,tadidAsa bhuvaneShu ...,
10,121,hiraNyagarbhaH samav...,Hiranyagarbha suktam
10,122,vasuM na chitramahas...,
10,123,ayaM venashchodayatp...,
10,124,imaM no agna,
10,125,ahaM rudrebhirvasubh...,Devi/Ambhruni Suktam
10,126,na tamaMho na,
10,127,rAtrI vyakhyadAyatI ...,Ratri suktam
10,128,mamAgne varcho vihav...,
10,129,nAsadAsInno sadAsItt...,
10,130,yo yaj~no vishvatast...,
10,131,apa prAcha indra,
10,132,IjAnamiddyaurgUrtAva...,
10,133,pro Shvasmai purorat...,
10,134,ubhe yadindra rodasI,
10,135,yasminvR^ikShe supal...,
10,136,keshyagniM keshI viS...,
10,137,uta devA avahitaM,
10,138,tava tya indra,
10,139,sUryarashmirharikesh...,
10,140,agne tava shravo,
10,141,agne achChA vadeha,
10,142,ayamagne jaritA tve,
10,143,tyaM chidatrimR^itaj...,
10,144,ayaM hi te,
10,145,imAM khanAmyoShadhiM...,
10,146,araNyAnyaraNyAnyasau...,
10,147,shratte dadhAmi prat...,
10,148,suShvANAsa indra stu...,
10,149,savitA yantraiH pR^i...,
10,150,samiddhashchitsamidh...,
10,151,shraddhayAgniH samid...,
10,152,shAsa itthA mahA.N,
10,153,I~NkhayantIrapasyuva...,
10,154,soma ekebhyaH pavate,
10,155,arAyi kANe vikaTe,
10,156,agniM hinvantu no,
10,157,imA nu kaM,
10,158,sUryo no divaspAtu,
10,159,udasau sUryo agAduda...,
10,160,tIvrasyAbhivayaso as...,
10,161,mu~nchAmi tvA haviSh...,
10,162,brahmaNAgniH saMvidA...,
10,163,akShIbhyAM te nAsikA...,
10,164,apehi manasaspate.ap...,
10,165,devAH kapota iShito,
10,166,R^iShabhaM mA samAnA...,
10,167,tubhyedamindra pari ...,
10,168,vAtasya nu mahimAnaM,
10,169,mayobhUrvAto abhi vA...,
10,170,vibhrADbR^ihatpibatu...,
10,171,tvaM tyamiTato ratha...,
10,172,A yAhi vanasA,
10,173,A tvAhArShamantaredh...,
10,174,abhIvartena haviShA ...,
10,175,pra vo grAvANaH,
10,176,pra sUnava R^ibhUNAM,
10,177,pataMgamaktamasurasy...,
10,178,tyamU Shu vAjinaM,
10,179,uttiShThatAva pashya...,
10,180,pra sasAhiShe puruhU...,
10,181,prathashcha yasya sa...,
10,182,bR^ihaspatirnayatu d...,
10,183,apashyaM tvA manasA,
10,184,viShNuryoniM kalpaya...,
10,185,mahi trINAmavo.astu ...,
10,186,vAta A vAtu,
10,187,prAgnaye vAchamIraya...,
10,188,pra nUnaM jAtavedasa...,
10,189,AyaM gauH pR^ishnira...,
10,190,R^itaM cha satyaM,Aghamarshana Suktam
10,191,saMsamidyuvase vR^iS...,Aikyamatya Suktam
